body,tags
"<p>I am doing a few tests with the Average Path Length formula. I am testing with a directed acyclic graph. I am generating all the shortest path using a breath first walk.</p>

<p>Everything works fine. However, I am trying to relate what I did with the Average Path Length formula I am seeing everywhere: <a href=""http://en.wikipedia.org/wiki/Average_path_length"" rel=""nofollow"">wikipedia</a>, <a href=""http://mathinsight.org/network_mean_path_length_definition"" rel=""nofollow"">math insight</a>, etc.</p>

<p>All the definitions says:
$$
\bar P = \frac{1}{n \cdot (n \mathbin{-} 1)} \cdot \sum_{i \neq j}^{} d(v_{i},v_{j})
$$</p>

<p>All of them says that $n$ is the number of nodes in $G$. </p>

<p>The problem is that I am about 20 000 nodes in my graph and about 600 000 shortest paths. If I do:</p>

<p>$$
\bar P = \frac{1}{S} \cdot \sum_{i \neq j}^{} d(v_{i},v_{j})
$$</p>

<p>where $S$ is the number of shortest paths (600 000) then I get an average of 6.05 which is what I am expecting after looking at the distribution of my shortest path on an histogram.</p>

<p>However, if I do what I think that the formula is telling me, then I endup with doing:</p>

<p>$$
\bar P = \frac{1}{400000000} \cdot \sum_{i \neq j}^{} d(v_{i},v_{j})
$$</p>

<p>which is clearly not the average of my shortest paths.</p>

<p>So my question is: what is my issue with understanding this formula? I am clearly missing something in my thinking, but I don't know what.</p>
","<graph-theory><network>"
"<p>A Paley graph is strongly regular with parameters $(p,\frac{p-1}{2},\frac{p-5}{4},\frac{p-1}{4})$. I need to prove that, and obtain the parameters too. Proving it is regular valency $\frac{p-1}{2}$ is easy but for the rest I am struggling. Also, proofs I found are very vague and only prove the third parameter and then use the equation $k(k-a-1)=b(v-k-1)$ to find the other. However, I dont think we can use that as we have not yet proved it is strongly regular, so we dont know if the equation holds.. is that right? Can someone please provide a proof of the statement? </p>

<p><a href=""http://en.wikipedia.org/wiki/Paley_graph"" rel=""nofollow"">http://en.wikipedia.org/wiki/Paley_graph</a></p>
","<discrete-mathematics><graph-theory><algebraic-combinatorics>"
"<p>Given a definition below (source: On Hedetniemi's Conjecture and the color template scheme by C. Tardiff and X Zhu): <br/>
The exponential graph $G^H$ has all the functions from vertex-set of $H$ to that of $G$ as vertices and two of these functions $f,g$ are joined by an edge if $[f(u),g(v) ∈ E(G)]$ for all $[u,v] ∈ E(H)$.<br/>
Can anyone give me an example of exponential graph based on that definition?
Thank you.</p>
","<graph-theory>"
"<p>I'm am trying to define a data structure to represent road networks.  The immediately obvious structure is that of a graph - a set of nodes and edges that connect pairs of nodes.  The nodes would represent things like intersections, and the edges would represent lanes.  </p>

<p>However, the basic concept of a graph is insufficient to describe what I want.  I also want to be able to describe how certain lanes are ""reachable"" or ""adjacent"" to other lanes.  (Imagine parallel lanes with no median between them.  You can just switch lanes.)  This seems to imply a need to have some sort of meta-edge that connects pairs of edges.  Is there any mathematical structure that sounds like this?  Is this reducible to the standard concept of a graph? Thanks.</p>
","<graph-theory>"
"<p>This is an extension of the problem at this thread: <a href=""http://math.stackexchange.com/q/239120/74947"">Graphs, line graph and complement of graph</a>.</p>

<p>Just to reiterate definitions:</p>

<blockquote>
  <p>The <em>line graph</em> $L(G)$ of a graph $G$ is defined in the following way: the vertices of $L(G)$ are the edges of $G$, $V(L(G))=E(G)$, and two vertices in $L(G)$ are adjacent if and only if the corresponding edges in $G$ share a vertex.</p>
</blockquote>

<p><strong>Question</strong>: </p>

<p>Suppose $G$ has $n$ vertices, labeled $v_1,v_2,\ldots,v_n$ and the degree of vertex $v_i$ is $r_i$. Let $m$ denote the size of $G$, so $r_1+r_2+\ldots+r_n=2m$. Find formulas for the order and size of $L(G)$ in terms of $n,m,$ and $r_i$.</p>

<p><strong>So far</strong>:</p>

<ol>
<li>Clearly, the order is $m$.</li>
<li>Suppose that the edge $e=(v_i,v_j)$ exists in $G$. Then, the $\deg(e)=r_i+r_j - 2$ in $L(G)$, because at the $v_i$ end, $e$ shares $v_i$ with $r_i - 1$ other edges, and at the $v_j$ end, $e$ shares $v_j$ with $r_j - 1$ other edges.</li>
<li>I tried to use the above to sum over all the edges in $G$, but this depends on knowing which edges exist in the graph $G$, which we are not given. We only know the <em>degree sequence</em>, not the edges.</li>
<li>Another approach I tried was to find this expression for a regular graph with degree $k$, and this can be found using the above: $$m(2k - 2) = 2|E(L(G))| \implies |E(L(G))| = m(k - 1).$$ I then tried this for a complete graph (so $k = m - 1$), and then removing edges one at a time until it becomes $G$, but this also requires knowledge of the edges.</li>
</ol>

<p>Any help would be greatly appreciated. One piece of information that I seem to be not using is the variable $n$, the order of $G$, but I am not sure where it would be appropriate to use.</p>
","<combinatorics><graph-theory>"
"<p>I am working on the statement "" A graph $G$ is a $nKn$ (collection of $n$ number of complete graph each of order $n$) graph if and only if $\bar{G}$ is $α(G) = α(\bar{G}) = n$ and $(p-n)$-regular , where $p$ is the order of $G$ and $α(G)$ is the independence number of $G$ with $n\geqslant 1$.""</p>

<p>The converse part seem to be a confusion. Kindly help me with it.</p>
","<graph-theory>"
"<p>I was given this problem to solve by a professor who promised an A if anyone could solve it. I'm nearly certain it is impossible, because at some point you have too many vertices and inevitably box yourself in, but I would like to know how to prove it.</p>

<p>How can you prove that it is impossible to connect every <code>*</code> with every <code>0</code> without overlapping lines?</p>

<pre><code>*    *    *   

0    0    0
</code></pre>

<p>EDIT: Professor said you get an A if you <strong>solve it</strong>, not prove it's impossible. I'm not even in the class, it was my friend's question, I am just curious.</p>
","<combinatorics><discrete-mathematics><graph-theory>"
"<p>Let $G=(V,E)$ be a planar graph. Suppose a planar representation of $G$ has been chosen and that $$v-e+f=2,$$ where $v,e$ and $f$ are the number of vertices, edges and faces respectively. See <a href=""http://en.wikipedia.org/wiki/Planar_graph#Euler.27s_formula"" rel=""nofollow"">Wikipedia</a>.</p>

<p>Does this imply that $G$ must be connected?</p>
","<geometry><graph-theory>"
"<p>So I have a 10 cube insanity puzzle, I constructed the graph (I'll post pc later) based on the colors the problem is that there is just way to many lines and nodes to see the solution. Is there any way to find those paths in the graph without trying every permutation. Guess I was unclear. The puzzle is that each cube has 3 different colors, I need to line them up so that each side will have no repeating colors, so with 10 cubes we have 10 unique colors, now when constructing a graph based on problem I need to find a path that will take me through each node but wont repeat same number path (paths are numbered based on cube numbers). so question is how can I find the path from the graph I attached.
<img src=""http://i.stack.imgur.com/2chgj.jpg"" alt=""enter image description here""></p>
","<graph-theory><algorithms><puzzle>"
"<p>Prove that a bipartite graph has a unique bipartition if and only if it is connected. </p>

<p>I am completely stuck on this question. I assume it is a proof that involves a mixing of definitions but I am not sure. </p>
","<graph-theory>"
"<p>How would you connect each black box once to each colored box without any lines overlapping, this is racking my brain so please help.</p>

<p>Note that you can move the boxes where ever you want.</p>

<p>Maybe there's some math trickery involved as I have spent hours trying to crack it but cannot seem to without having no option but to overlap (which I can't) or start again.</p>

<p><a href=""http://i.stack.imgur.com/ACEFt.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/ACEFt.png"" alt=""boxes_to_connect""></a></p>

<p>I am unsure if this is the correct forum to post in.</p>
","<graph-theory><recreational-mathematics><puzzle>"
"<p><a href=""http://i.stack.imgur.com/upWTS.png"" rel=""nofollow"">Graph</a></p>

<p>I need to show this graph is not planar. I've attempted to find $K_5$ and $K_{3,3}$ as a subgraphs but haven't been successful yet. It's possible but unlikely this graph <em>is</em> planar but I haven't been able to draw it as a plane graph.</p>
","<graph-theory>"
"<p>suppose you have the $K_{2n}$ covered by a multigraph consisting of $2n-1$ bicliques, each consisting of a partition of the vertex set into two sets of equal size.</p>

<p>Here is a picture of $K_{6}$ with 5 bicliques. </p>

<p><img src=""http://i.stack.imgur.com/01hOM.jpg"" alt=""enter image description here""></p>

<p>My question is: under which circumstances is it possible to pick a perfect matching of each biclique, such that every edge of $K_{2n}$ is covered exactly once?</p>

<p>I know so far, that obviously every edge should be covered at least once and every vertex has $n$ edges of one color. Moreover a biclique can only occur at most $n-1$ ($n$ odd) or $n$ ($n$ even) times.</p>

<p>Is there any theory regarding this question? </p>
","<combinatorics><graph-theory>"
"<p>Prove that if $G$ is a graph in which every edge is a part of at most one odd length cycle, then the graph is 3 colorable.</p>

<p>I want to show that if a graph is 4-critical there are two odd cycles which share an edge, which would prove the question. I'm not sure how to get that. I thought to take a maximum path, and then an end point has at least 3 neighbours in the path, which ensures 3 cycles, but I don't see a reason they can't all be even.</p>
","<graph-theory><coloring>"
"<p>I know that a hamilton cycle exists for a bipartite graph $K_{m,n}$ if and only if $m=n$</p>

<p>But my question is why is it not possible to have a bipartite graph if $m=n=1$</p>

<p>I mean we would go from $x$ to $y$ and back to $x$</p>

<p>Why this is not allowed, We don't have a restriction on the edges, I mean we are allowed to use an edge more than once in a Hamilton cycles unlike Euler cycles.</p>

<p>So I am just surprised why is it not possible, does someone have an explanation for that ?</p>

<p>Because according to the definition of a Hamilton cycle, It's basically a cycle that begins and ends on the same vertex and we don't have restrictions as I said on the usage of the edges more than once.</p>
","<discrete-mathematics><graph-theory><hamiltonian-path><eulerian-path>"
"<p>Is there a name for the subset of graph theory dealing with vertices and edges of distinct classes? For example, I could have a graph in which each vertex must be either blue, yellow or red and each vertex must be either dashed or solid. </p>

<p>I'm working on a problem with these characteristics but I have no background in graph theory. This makes it hard to find the right terminology to search to find solutions.</p>
","<graph-theory>"
"<p>an agent is works between n producer and m consumers. i'th producer, generate $s_i$ candy and j'th consumer, consumes $b_j$ candy, in this year. for each candy that sales, agent get 1 dollar payoff. for some problems, one strict rule was defined that a producer should be sales candy to any producer that the distance between them is not greater than 100 KM (kilometers). if we have list of all pairs of producer-consumer that the distance  between them is lower than 100 KM, which of the following algorithm is goof for finding maximum payoffs? (suppose $s_i$ and $b_j$ may be becomes very large).</p>

<pre><code>1) Maximal Matching

2) Dynamic Programming

3) Maximum Flow 

4) 1 , 3
</code></pre>

<p>this is a last question on 2013-Final Exam on DS course.  any hint or idea? </p>
","<discrete-mathematics><graph-theory><algorithms><computer-science><contest-math>"
"<p>I saw this interesting problem, I did my best so solve it but I failed.</p>

<p>In the graph $G = (V,E)$ , if  $|V| = 10$ and number of ordered pairs $(x,y)$ of vertices equals to <strong>72</strong> such that $d(x,y) \ge 2$, then how many edges G has? the answer is one of the following choices.</p>

<ol>
<li><p>9</p></li>
<li><p>18</p></li>
<li><p>28</p></li>
<li><p>36</p></li>
</ol>
","<graph-theory>"
"<p>Let G be a forest with two components and at least four vertices. Is it true that G has at least four leaves?</p>

<hr>

<p><img src=""http://i.stack.imgur.com/79ch3.png"" alt=""enter image description here""></p>

<p>the graph is which is I mentioned you</p>
","<graph-theory>"
"<p>Given a CNF SAT formula, we can turn it into a Hamiltonian graph, which is Hamiltonian iff the formula is satisfiable. Now, we can transform the CNF formula into a DNF one. My question is, can the graph be transformed into a ""DNF"" graph, from which the property of satisfiability or Hamiltonian-ness can be observed obviously?</p>
","<graph-theory><np-complete><satisfiability>"
"<p>Let $V = v_1, \dots, v_n$ be the locations the items can spawn at, and let $U = u_1, \dots, u_k$ be the current positions of the items. We will assume a new items spawns instantly every time we collect an item, so there are always $k$ items (Assume uniform distribution for spawn location). Let $w$ be the current position of the character. Then $S = (V, U, w)$ is the state of the game.</p>

<p>Assume the character can move at a constant speed, so the time metric we care about is proportional to the distance between two points.</p>

<p>Essentially I want a function $\text{bestItem}(S)$ that tells me which item in $U$ to go to first to maximize the number of items I collect per hour.</p>

<p>This seems similar to shortest path on a clique with weighted edges, but it doesn't stop after one step. Or a traveling salesman problem where the traveling salesman doesn't know all the locations he needs to visit from the start.</p>

<p>Is there a name for this problem? I am curious if it is already solved, and how good the greedy method of just always taking the nearest item is compared to the optimal method. Or the method of computing the shortest path through the points of $U$, and updating it after some number of spawns.</p>

<p>Has anyone worked with this type of problem and point me at some reading material? My interest is inspired by video games which have mechanics like this.</p>

<p>Thanks.</p>
","<probability><discrete-mathematics><graph-theory><algorithms>"
"<p>I am reading on my own the notes of this lecture series from 2012: <a href=""http://www.cs.yale.edu/homes/spielman/561/2012/lect04-12.pdf"">http://www.cs.yale.edu/homes/spielman/561/2012/lect04-12.pdf</a>. In section 4.7.2 (page 8) it's mentioned that we can prove a lower bound of $O(1/n)$ for the 2nd eigenvalue of the binary tree. I found a proof of this fact here: <a href=""https://www.cs.cmu.edu/~glmiller/Publications/Papers/GuMi94-tr.pdf"">https://www.cs.cmu.edu/~glmiller/Publications/Papers/GuMi94-tr.pdf</a> (lemma 3.8), but I could not prove it using the methods suggested in the lecture. Could someone help me understand this?</p>
","<graph-theory><eigenvalues-eigenvectors><spectral-graph-theory>"
"<p>Consider a random walk on an undirected graph which, at each step, moves to a uniformly random neighbor. Define $T(u,v)$ to be the expected time until such a walk, starting from $u$, arrives at $v$, and let $T = \max_{u,v} T(u,v)$. Define $G(u)$ to be the expected time until such a walk, starting from $u$, visits every vertex and let $G = \max_u G(u)$. Is it true that  $$G \leq cT$$ for some constant $c$ which does not depend on the graph and any of its parameters (e.g., number of nodes)?</p>
","<probability><graph-theory>"
"<p>This is a followup to my question <a href=""http://math.stackexchange.com/questions/143245/cover-times-and-hitting-times-of-random-walks"">Cover times and hitting times of random walks</a>.</p>

<p>Consider a random walk on an undirected graph with $n$ vertices which, at each step, moves to a uniformly random neighbor. Define $T(u,v)$ to be the expected time until such a walk, starting from $u$, arrives at $v$, and let $T = \max_{u,v} T(u,v)$. Define $G(u)$ to be the expected time until such a walk, starting from $u$, visits every vertex and let $G = \max_u G(u)$. Is it true that  $$G \leq cT \log^k n$$ for some constants $c,k$ which do not depend on the graph or on $n$? </p>
","<probability-theory><graph-theory><stochastic-processes>"
"<p>This concerns a problem from Extremal Combinatorics by Jukna that I cannot solve myself. </p>

<p>First some preliminaries. A biclique covering of a graph is a covering of a graph with complete bipartite graphs (so that every edge of the initial graph belongs to at least one of the bipartite graphs that cover the initial graph). For each such covering of a graph, let the weight of a covering be the number of vertices of each of the subgraphs (the bipartite graphs) all added together. (i.e. if the graphs $H_1, H_2, \dots, H_m$ are the bipartite graphs that cover $G,$ then the weight of this covering will be $\displaystyle\sum_{i=1}^m |V(H_i)|,$ where $|V(H_i)|$ denotes the number of vertices in $H_i.$) The covering with the minimum such weight is $\text{bc}(G)$ for the graph $G.$ </p>

<p>If $\mu_G$ is the minimum over all the $(a+b)/ab$ for pairs of integers $a,b \ge 1$ such that $G$ contains a copy of the complete bipartite graph: $a \times b$ (or $K_{a,b}$). Prove that $\text{bc}(G) \ge \mu_G \cdot |E|.$ (Where $|E|$ denotes the number of edges of $G.$) </p>

<p>Thank you very much for the help. </p>
","<graph-theory><extremal-combinatorics>"
"<p>A 3 regular, plane, connected graph have all surfaces either $4$ or $6$ edges (including the outer surface). How many surfaces has $4$ edges?</p>

<p>Let $x$ be the number of surfaces that have $4$ edges</p>

<p>Let $y$ be the number of surfaces that have $6$ edges</p>

<p>Euler's formula gives:</p>

<p>$$v - e+ (x+y) = 2$$</p>

<p>I am stuck here. Ideally I would like another equation that has $x$ and $y$ in it so I thought of the one that says that the sum of the grade of every vertex is twice the edges. </p>

<p>$$3v = 2e$$</p>

<p>But it don't see how that would help. </p>

<p>Any ideas?</p>
","<discrete-mathematics><graph-theory>"
"<p>Given an undirected graph G(V,E). A and B are elements of V. Identify a subgraph of G containing A &amp; B with 2 edge disjoint spanning trees (or prove one doesn't exist).</p>

<p>I have found several sources stating to convert the problem to a directed graph and use max-flow min-cut.</p>

<p><a href=""http://stackoverflow.com/questions/3271763/how-to-find-two-disjoint-spanning-trees-of-an-undirected-graph"">http://stackoverflow.com/questions/3271763/how-to-find-two-disjoint-spanning-trees-of-an-undirected-graph</a></p>

<p>I'm not seeing how this proves edge disjoint spanning trees (only edge disjoint paths). I have seen it cited multiple times, so I am guessing I am just missing something.</p>
","<graph-theory><algorithms>"
"<p>I came across this question and I tried to give myself a direction but couldn't:</p>

<blockquote>
  <p>Given $T1 = (V, E_1)$ and $T2 = (V, E_2)$ two trees with same group of vertices. Prove that there is a vertex $v$ such that $deg(v)_{T1} + deg(v)_{T2} \leq 3$.</p>
</blockquote>

<p>Now I thought about that in a tree there are at least two leafs, we take one and we show that its' degree in $T2$ is less or equal 2, but that is obviously not a condition and not always correct.</p>

<p>I would be happy for a direction!</p>
","<graph-theory>"
"<p>Show that in a graph $G$ where every two different edges are connected (i.e there is an edge incident with both) we have that $\delta&lt;\omega+{\omega \choose 2}$ where $\delta$ is the min degree and $\omega$ is the clique number.</p>

<p>It looks like it should some kind of combinatoric argument where we get a larger clique by contradiction.</p>

<p>Note that the original question was to show that in a graph $G$ where every two different edges are connected (i.e there is an edge incident with both) we have that $\chi \le \omega+{\omega \choose 2}$, and what I did was assume by negation that this wasn't true and found a subgraph with min degree at least that, looking to find a contradiction. It looks to me like it should be a valid direction with some kind of combinatoric argument as mentioned, however I just can't find one.</p>

<p>Thanks</p>
","<graph-theory><coloring>"
"<p>I tried to find a book or paper to understanding discrete association scheme but I could not get any book for that. What is the good references for that?</p>
","<abstract-algebra><combinatorics><graph-theory>"
"<blockquote>
  <p>let $G=(V,E)$ be a connected graph, with $|E| = 19$ and $deg(v) \geq
 4$ for all vertices $v$ in $V$</p>
  
  <p>What is the largest possible value of $|V|$ ?</p>
</blockquote>

<p>Well I know that the sum of the degree is equal to two times the number of edges and so $\sum deg(v) = 2 \times 19 = 38$ </p>

<p>Now I think if we want to find the largest possible value of $|V|$ then we try to minimize the degree of every vertex but we have that $deg(v) \geq 4$ and so $\frac{38}{4} = 9.5$ but we can't have fractions in our answer, and if we take $9 \times 4 = 36$  that can't happen, then we can have $8$ vertices each with degree $4$ and the last one should be degree $38 -32 = 6$</p>

<p>So My final answer is $9$ vertices, $8$ of them with degree $4$ and one of them has degree $6$ does that make sense ?</p>
","<combinatorics><discrete-mathematics><graph-theory>"
"<blockquote>
  <p>If the edges of $K_6$ are coloured blue or red, prove that there is a
  red triangle or a blue triangle that is a sub-graph.</p>
</blockquote>

<p>Well I am having a hard time proving this, I try to prove it by contradiction, Meaning that Assume that there is no red or blue triangle that is a sub-graph and I argue that You can't avoid but to have a red or a blue triangle.</p>

<p>But I can't even start the argument.</p>

<p>That was my attempt, </p>

<p>We consider all cycles of length $3$ in $K_6$ which are the triangles,</p>

<p>Now We start coloring one of the edge in this triangle with one red and the other edge with blue, Now the third vertex can be either red or blue, but without loss of generality we choose blue. So now we have a triangle with two blue edges and one red edge.</p>

<p>But then what can I say ?</p>
","<combinatorics><discrete-mathematics><graph-theory><coloring><ramsey-theory>"
"<p>I'm having trouble knowing whether this graph is planar or nonplanar - a seven vertex graph with each vertex of degree 4.</p>

<p><a href=""http://imgur.com/09u1UlH"" rel=""nofollow""><img src=""http://i.imgur.com/09u1UlH.png"" title=""source: imgur.com"" /></a></p>

<p>So it's planar if e ≤ 3v - 6, and there are 14 edges and 7 vertices, so 14 ≤ 15. So it is planar then? I can't seem to find any way this would be planar, and if it is nonplanar, I can't find a sensible k3,3 configuration.</p>
","<graph-theory>"
"<p>Let $(G,E)$ be a finite undirected graph, and $d$ be the usual shortest path distance on $G$. The graph is not necessary connected, so $d(v',v'') = \infty$ if there are no paths from $v$ to $v'$. For $A\subseteq G$ we put
$$
d(v,A) = \min\limits_{u\in A}d(v,u).
$$
My question is the following: let us define for $A\subseteq G$
$$
m(A) = \max\limits_{v\in A}d(v,G\setminus A).
$$
Is there a name for $m(A)$, maybe you can give a reference on this?</p>
","<reference-request><graph-theory><terminology>"
"<p>Hint: Suppose that the chromatic number is at least 6 and consider graphs induced by 3 colour classes.</p>

<p>Any hints would be appreciated. I do not understand what a graph induced by 3 colour classes are. They have not been defined in my lectures. </p>

<p>Thanks</p>
","<graph-theory>"
"<p>I am having trouble with the following Question:
Prove that a graph is 2-connected(biconnected) iff for every triple distinct vertices u,v,w there is a path connecting u and v and goes through w.
Now , proving $\leftarrow$ is really easy, but I am having trouble proving the $\rightarrow$ part was harder for me and I will be happy if someone could ge me a clue :)
p.s. : our lecturer defined the connectivity of a graph by the number of vertices that need to be removed in order for the graph to become disconnected.  </p>
","<graph-theory>"
"<blockquote>
  <p>Suppose that four judges $J_1$, $J_2$, $J_3$, and $J_4$ each rank eight objects: $O_1,O_2,\ldots,O_8$ independently. Their rankings are</p>
  
  <p>$$\begin{array}{cc}
J_1: &amp; O_1\ O_2\ O_3\ O_4\ O_5\ O_6\ O_7\ O_8 \\
J_2: &amp; O_2\ O_4\ O_6\ O_8\ O_1\ O_3\ O_5\ O_7 \\
J_3: &amp; O_3\ O_5\ O_4\ O_8\ O_7\ O_6\ O_2\ O_1 \\
J_4: &amp; O_6\ O_7\ O_1\ O_2\ O_3\ O_4\ O_5\ O_8
\end{array}$$</p>
  
  <p>Construct a digraph which reflects these rankings. Use component analysis to interpret these rankings. </p>
</blockquote>

<p>This is question 7.1 (pages 120-121) from the text <a href=""http://dx.doi.org/10.1007/978-1-4612-0933-1"" rel=""nofollow"">Graph Theory Applications</a> by L. R. Foulds.</p>

<p>I tried to answer this question but I am confused about how to construct the graph. Because what I am thinking is that this digraph should be considered as a tournament and use tournament analysis to interpret rankings. But when I am drawing edges based on the judges rankings there is more than one edges between two vertices like $O_1 \rightarrow O_2$ based on $J_1$ and $O_2 \rightarrow O_1$ based on $J_3$. These cannot be present in a tournament. So I am confused how to approach this question.</p>

<p>Please help me to solve this question</p>
","<graph-theory>"
"<p>Say you have a sparse matrix in CSC or CSR format (or whatever format is suitable for this to work) and all you know are it's dimensions: $n$, $m$ and $nz$, and the data in the structure. You are told nothing about the structure or layout.</p>

<p>A description of the CSR format: <a href=""http://netlib.org/utk/papers/templates/node91.html#SECTION00931100000000000000"" rel=""nofollow"">http://netlib.org/utk/papers/templates/node91.html#SECTION00931100000000000000</a></p>

<p>How would you determine (from the $row\_ptr$ and $col\_ind$ arrays) if a sparse matrix is structurally symmetric?
Is there a simple and efficient method?</p>

<p>An (obvious) property of a structurally symmetric matrix is that every row $x$ in the matrix has the same number of elements as each corresponding column $x$. </p>

<p>Is that one of the defining properties of a sparse symmetric matrix?</p>

<p>If we had a square sparse matrix $A$ where every row had the same number of elements as its corresponding column, i.e.:</p>

<ul>
<li>$numel(A(i,:)) = numel(A(:,j))$ where $i = j $ $\ \forall i,j \in n$</li>
</ul>

<p>Would it be then true that $A$ is structurally symmetric?</p>

<p>Experimentally this does seem to be the case. Unfortunately my Linear Algebra and Graph Theory is not up to any sort of proof.</p>

<p><strong>EDIT:</strong>
Ok. The above does not hold true for a permutation matrix where every row/column just has a single entry.
However, can anyone suggest a matrix where $nz&gt;n$ or there is a at least one row/column with 2 or more elements, which is not symmetric?</p>

<p>Cheers,</p>

<p>-- El Bee</p>
","<linear-algebra><matrices><graph-theory>"
"<p>I am having some difficulty following the concept of shrinking a set of node as given in the paper <a href=""http://www.zib.de/Publications/Reports/ZR-06-22.pdf"" rel=""nofollow"">On the Bottleneck Shortest Path Problem</a></p>

<p>It says:</p>

<blockquote>
  <p>Shrinking a set of nodes can be done
  in linear time. More precisely, given
  a set S ⊆ V of nodes of an
  (undirected) graph G = (V,E), one can
  construct in linear time another graph
  with nodes (V \S)$\cup${vnew} (where vnew
  represents the shrunken set S), where
  v,w ∈ V \ S are adjacent if and only
  if v and w are adjacent in G (in this
  case,the edge keeps its weight), and
  vnew and w ∈ V \ S are adjacent if and
  only if there is some v ∈ S such that
  v and w are adjacent in G (in which
  case the edge receives the biggest
  weight of any edge connecting S and w
  in G).</p>
</blockquote>

<p>I am particularly confused about the last sentence of how vnew and w are adjacent.  Actually I am pretty much confused about it all and any clarity would be appreciated.</p>
","<graph-theory>"
"<p>Ramsey number $R(3,6)=18$. How to construct a graph of $17$ nodes which does not contain neither a clique of order $3$ or an independent set of order $6$. could you show me the tactics or the adjacency matrix?</p>
","<graph-theory><ramsey-theory>"
"<p>I'm stuck on this problem, posting my progress so far below. I've looked at similar questions <a href=""http://math.stackexchange.com/questions/237134/prove-by-induction-that-every-connected-undirected-graph-with-n-vertices-has-at"">here</a> and <a href=""http://math.stackexchange.com/questions/457042/prove-that-a-connected-graph-with-n-vertices-has-at-least-n-1-edges"">here</a>, but neither seem to directly prove the predicate by induction, with a base case followed by the inductive step. </p>

<p><strong>Solution(?):</strong></p>

<p>Let P(n) be the predicate (All n, n >= 1, any tree with n vertices has (n-1) edges).</p>

<p><strong>Base case (n=1):</strong></p>

<p>P(1): (n=1, any tree with 1 vertice has 0 edges). A tree <em>G</em> is a connected graph with no cycles of length at least three. An edge <em>E</em> is a two-element subset of the set of all vertices <em>V</em> of <em>G</em>. In the base case, <em>V</em> contains one vertice. Thus there are zero two-element subsets of <em>V</em>, or zero edges, in <em>G</em>.</p>

<p><strong>Inductive Step:</strong></p>

<p><s>For every n>0, P(n) => P(n+1).</p>

<p>For P(n+1), where n>0 in <em>G</em>, n+1 vertices will form exactly n edges. All vertices are of degree 1, which means there is exactly one less edge than vertice (one edge per vertice, excluding the root vertice). Thus, any tree with n vertices will have exactly n-1 edges.</p>

<hr>

<p>Assume P(n) is true. Then, we want to prove that the graph <em>G</em>, for P(n+1), has n edges. </p>

<p><em>G</em> contains no cycles of length at least three. Thus, <em>G</em> must contain only one region, meaning that the edges in <em>G</em> do not form any regions. This means that <em>G</em> must contain at least one leaf (vertex with degree of 1). </p>

<p>Obtain a graph <em>G'</em> by removing one leaf from <em>G</em>. Because a leaf is a vertex of 1, by the definition of vertex degree, the leaf is connected to exactly one edge. Thus, removing the leaf will remove one vertex and one edge from <em>G</em>, to create <em>G'</em>. This means that for all n, n>=1, any tree with (n+1) vertices will have ((n+1)-1). or n, edges. </p>

<p>We have proven that the case base P(1) is true, and assuming that P(n) is true, we see that the statement remains true for n => n+1. Thus, the predicate (All n, n >= 1, any tree with n vertices has (n-1) edges) is true by induction.
</s></p>

<hr>

<p>Assume P(n) is true. Then, we want to prove that the graph <em>G</em>, for P(n+1), has n edges.</p>

<p><em>G</em> contains no cycles of length at least three. Thus, <em>G</em> must contain only one region, meaning that the edges in <em>G</em> do not form any regions. This means that <em>G</em> must contain at least one leaf (vertex with degree of 1).  </p>

<p>Remove a leaf <em>l</em> from <em>G</em> to obtain a tree <em>G′</em> with n vertices. Then, <em>G'</em> has n−1 edges, by the inductive hypothesis. The addition of <em>l</em> to <em>G′</em> produces a graph with n+1 vertices and n edges, since <em>l</em> has degree 1.</p>

<p>P(1) is true, and for every n>0, P(n) => P(n+1). Thus, the predicate must be true.</p>

<hr>

<p>I'm not exactly sure how to proceed for the inductive step., or if I doing it correctly. Any hints, or confirmation that I'm going in the right direction would be greatly appreciated. </p>
","<discrete-mathematics><graph-theory><proof-writing><induction>"
"<p>I have a strong feeling that complete graph minors ($K^i$ minors) are like a sort of cycles in a simplicial complex. Is there a homology theory (for graphs) counting complete graph minors?</p>
","<graph-theory><homology-cohomology><algebraic-graph-theory>"
"<p>Assuming a single source, single sink digraph with |V| vertices, including source s and sink t. How many “cuts” does a flow network have? </p>
","<graph-theory><algorithms><network-flow>"
"<blockquote>
  <p>Let $G=((2,3,4,5,6,7),E)$ be a graph such that {$x$,$y$} $\in E$ if and only if the product of $x$ and $y$ is even, decide if G is an Eulerian graph.</p>
</blockquote>

<p><strong>My attempt</strong></p>

<p>I tried to plot the graph, this is the result:</p>

<p><img src=""http://i.stack.imgur.com/jeo9w.jpg"" alt=""enter image description here""></p>

<p>So, if my deductions are true, this is <strong>not</strong> an Eulerian graph because it's connected but all the vertices doesn't have an even degree. For example $deg(2)=5$. Moreover, there is no trace of Eulerian trails.</p>

<p>I cannot figure out if this assumptions are presumably correct.</p>
","<graph-theory>"
"<p>What are some interesting partial orders on the set of all finite graphs (identified up to isomorphism), apart from the usual (induced) subgraph relation and the (topological) minor relation, and why are they interesting?</p>
","<graph-theory><order-theory>"
